message_id,timestamp_iso,author_name,author_nickname,week_no,raw_text,attachment_files,attachment_count
1350066645611188254,2025-03-14T12:22:51.339+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-58f16c6046a33397.png,1
1350115321364611205,2025-03-14T15:36:16.543+01:00,alenokc,AlenOKC,,"trening: MPK za C, 2x 48 min, Koštomaj 26 min, trener: 7. stopnja, mladinski trener: 7. stopnja, fitnes: 3. stopnja, trening igrišče: 3. stopnja.",image-582bbf282861f421.png,1
1352592114915217480,2025-03-21T11:38:10.142+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],27,"27. trening: OPK za C, vsi 48 minut, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1352592193331662901,2025-03-21T11:38:28.838+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-a663c8dad7073fc3.png,1
1352592248147279872,2025-03-21T11:38:41.907+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-3f858eff5569d9ad.png,1
1352592299993071697,2025-03-21T11:38:54.268+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-8c41fdb20c84e70f.png,1
1355125673265729536,2025-03-28T11:25:37.524+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],28,"28. trening: skok za C/KC, vsi 48 minut, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1355125725887332472,2025-03-28T11:25:50.07+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-8521c036730db6aa.png,1
1355125790601121913,2025-03-28T11:26:05.499+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-61cc8af0ab56be70.png,1
1355125851565592668,2025-03-28T11:26:20.034+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-9ef5bf4b551b41a9.png,1
1355127877565284372,2025-03-28T11:34:23.07+01:00,alenokc,AlenOKC,27,"27.trening: Skok za C/KC, 3x 48 min, trener: 7. stopnja, mladinski trener: 7. stopnja, fitnes: 3. stopnja, trening igrišče: 3. stopnja.",image-462f6c7d3ca79474.png,1
1357668265769439312,2025-04-04T12:48:58.816+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],29,"29. trening: skok za C/KC, vsi 48 minut, trener: 5. stopnja., fitnes: 3. stopnja, trening igrišče: /.",,0
1357668320563822674,2025-04-04T12:49:11.88+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-3f18a28dbe452ef8.png,1
1357668391015415901,2025-04-04T12:49:28.677+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-81f52f0c312881f0.png,1
1357668437002027080,2025-04-04T12:49:39.641+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-14c1379b97cb9e19.png,1
1360198739087851635,2025-04-11T12:24:10.669+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],30,"30. trening: OPK za C, vsi 48 minut, trener: 5. stopnja., fitnes: 3. stopnja, trening igrišče: /.",,0
1360198808553656432,2025-04-11T12:24:27.231+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-401643c02c12b716.png,1
1360198851931275325,2025-04-11T12:24:37.573+02:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-2d45c9eaa99e338b.png,1
